city,state,city_uid,intake,DVSN_ID,city_state,key_watershed
Binghamton,NY,409,Susquehanna River - Binghampton,4036,Binghamton | NY,TRUE
Birmingham,AL,281,Cahaba River,3253,Birmingham | AL,TRUE
Birmingham,AL,281,Inland Lake,3415,Birmingham | AL,TRUE
Birmingham,AL,281,Lake Purdy,3521,Birmingham | AL,TRUE
Birmingham,AL,281,Mulberry Fork,3637,Birmingham | AL,FALSE
Birmingham,AL,281,Sipsey Fork,3796,Birmingham | AL,TRUE
Boise,ID,344,Boise GW,3234,Boise | ID,FALSE
Boise,ID,344,Boise River,3235,Boise | ID,TRUE
Boston,MA,173,Quabbin Reservoir,2302,Boston | MA,TRUE
Boston,MA,173,Wachusett Reservoir,2303,Boston | MA,TRUE
Boston,MA,173,Ware River,2304,Boston | MA,TRUE
Boulder,CO,312,Barker Reservoir,3205,Boulder | CO,TRUE
Boulder,CO,312,Boulder Reservoir,3238,Boulder | CO,TRUE
Boulder,CO,312,Carter Lake,4033,Boulder | CO,TRUE
Boulder,CO,312,Lakewood Reservoir,4030,Boulder | CO,TRUE
Boulder,CO,312,Silver Lake,3790,Boulder | CO,FALSE
Bremerton,WA,461,Bremerton GW,3242,Bremerton | WA,FALSE
Bremerton,WA,461,Union River Reservoir,3849,Bremerton | WA,TRUE
Bridgeport,CT,512,Aspetuck Reservoir,4082,Bridgeport | CT,FALSE
Bridgeport,CT,512,Easton Reservoir,4079,Bridgeport | CT,TRUE
Bridgeport,CT,512,Far Mill Reservoir,4083,Bridgeport | CT,FALSE
Bridgeport,CT,512,Hemlocks Reservoir,4080,Bridgeport | CT,TRUE
Bridgeport,CT,512,Means Brook Reservoir,4085,Bridgeport | CT,TRUE
Bridgeport,CT,512,Saugatuck Reservoir,4078,Bridgeport | CT,TRUE
Bridgeport,CT,512,Trap Fall Reservoir,4081,Bridgeport | CT,TRUE
Bridgeport,CT,512,West Pequonnock Reservoir,4084,Bridgeport | CT,TRUE
Brooksville,FL,320,Floridan Aquifer,4071,Brooksville | FL,TRUE
Brownsville,TX,444,Amistad Dam,3185,Brownsville | TX,FALSE
Brownsville,TX,444,Falcon Dam,3348,Brownsville | TX,TRUE
Buffalo,NY,405,Lake Erie,3469,Buffalo | NY,TRUE
Burlington,VT,460,Lake Champlain,3459,Burlington | VT,TRUE
Canton,OH,411,Canton Sand and Gravel Aquifer,3262,Canton | OH,TRUE
Cape Coral,FL,321,Lower Hawthorne Aquifer,3575,Cape Coral | FL,TRUE
Cedar Rapids,IA,339,Cedar River Alluvial Aquifer - Cedar Rapids,3273,Cedar Rapids | IA,TRUE
Champaign,IL,345,Glasford Aquifer,3370,Champaign | IL,TRUE
Champaign,IL,345,Mahomet Sands Aquifer,3580,Champaign | IL,TRUE
Charleston,WV,471,Elk River,3342,Charleston | WV,TRUE
Charlotte,NC,170,Lake Norman,2296,Charlotte | NC,FALSE
Charlotte,NC,170,Mountain Island Lake,2295,Charlotte | NC,TRUE
Chattanooga,TN,438,Tennessee River - Chattanooga,4050,Chattanooga | TN,TRUE
Chicago,IL,160,Lake Michigan,3506,Chicago | IL,TRUE
Cincinnati,OH,413,Great Miami Aquifer,3377,Cincinnati | OH,FALSE
Cincinnati,OH,413,Ohio River - Cincinnati,3668,Cincinnati | OH,TRUE
Clarksville,TN,439,Cumberland River - Clarksville,4039,Clarksville | TN,TRUE
Cleveland,OH,183,Lake Erie,3469,Cleveland | OH,TRUE
Colorado Springs,CO,313,Big Horn Reservoir,3223,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,Big Tooth Reservoir,3226,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,Boehmer Reservoir,3231,Colorado Springs | CO,FALSE
Colorado Springs,CO,313,Clear Creek Reservoir,3288,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,Crystal Creek Reservoir-CO,3308,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,Grizzly Reservoir,3383,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,Lake Moraine,3507,Colorado Springs | CO,FALSE
Colorado Springs,CO,313,Mason Reservoir,3590,Colorado Springs | CO,FALSE
Colorado Springs,CO,313,McReynolds Reservoir,3596,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,Montgomery Reservoir,3629,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,Nichols Reservoir,3651,Colorado Springs | CO,FALSE
Colorado Springs,CO,313,North Catamount Reservoir,3654,Colorado Springs | CO,FALSE
Colorado Springs,CO,313,Northfield Reservoir,3660,Colorado Springs | CO,FALSE
Colorado Springs,CO,313,Pikeview Reservoir,3689,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,Rosemont Reservoir,3742,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,Ruedi Reservoir,3744,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,South Catamount Reservoir,3801,Colorado Springs | CO,FALSE
Colorado Springs,CO,313,Upper Blue Reservoir,3850,Colorado Springs | CO,TRUE
Colorado Springs,CO,313,Wilson Reservoir,3879,Colorado Springs | CO,TRUE
Columbia,SC,429,Broad River Diversion Canal,3244,Columbia | SC,TRUE
Columbia,SC,429,Lake Murray,3508,Columbia | SC,FALSE
Columbus,OH,168,Griggs Reservoir - dammed Scioto R.,2285,Columbus | OH,TRUE
Columbus,OH,168,Hoover Reservoir,2287,Columbus | OH,TRUE
Columbus,OH,168,O'Shaughnessy Reservoir - dammed Scioto R.,2286,Columbus | OH,FALSE
Columbus,OH,168,Scioto River Valley Aquifer,2288,Columbus | OH,FALSE
Concord,CA,291,Clifton Forebay,2190,Concord | CA,FALSE
Concord,CA,291,Contra Loma Reservoir,3301,Concord | CA,FALSE
Concord,CA,291,Lewiston Lake,2189,Concord | CA,TRUE
Concord,CA,291,Los Vaqueros Reservoir,3571,Concord | CA,FALSE
Concord,CA,291,Mallard Reservoir,3581,Concord | CA,TRUE
Concord,CA,291,Martinez Reservoir,3589,Concord | CA,TRUE
Concord,CA,291,San Joaquin River,3760,Concord | CA,TRUE
Concord,NC,384,Kannapolis Lake,3425,Concord | NC,TRUE
Concord,NC,384,Lake Concord,3460,Concord | NC,TRUE
Concord,NC,384,Lake Don T. Howell,3466,Concord | NC,TRUE
Concord,NC,384,Lake Fisher,3472,Concord | NC,FALSE
Concord,NC,384,Lake Norman,2296,Concord | NC,FALSE
Concord,NC,384,Mountain Island Lake,2295,Concord | NC,TRUE
Corpus Christi,TX,445,Choke Canyon Reservoir,3286,Corpus Christi | TX,FALSE
Corpus Christi,TX,445,Lake Corpus Christi,3462,Corpus Christi | TX,TRUE
Corpus Christi,TX,445,Lake Texana,3536,Corpus Christi | TX,TRUE
Dallas,TX,159,Elm Fork of the Trinity River - Elm Fork WTP,2192,Dallas | TX,TRUE
Dallas,TX,159,Fork Lake,2198,Dallas | TX,TRUE
Dallas,TX,159,Grapevine Lake,2195,Dallas | TX,FALSE
Dallas,TX,159,Lewisville Lake,2194,Dallas | TX,FALSE
Dallas,TX,159,Ray Hubbard Lake,2196,Dallas | TX,TRUE
Dallas,TX,159,Ray Roberts Lake,2193,Dallas | TX,FALSE
Dallas,TX,159,Tawakoni Lake,2197,Dallas | TX,TRUE
Danbury,CT,319,East Lake,3332,Danbury | CT,FALSE
Danbury,CT,319,Kenosia Wells,3429,Danbury | CT,FALSE
Danbury,CT,319,Lower Kohanza Reservoir,3576,Danbury | CT,TRUE
Danbury,CT,319,Margerie Reservoir,3585,Danbury | CT,FALSE
Danbury,CT,319,Osborne Wells,3672,Danbury | CT,FALSE
Danbury,CT,319,Padanaram Reservoir,3678,Danbury | CT,TRUE
Danbury,CT,319,Upper Kohanza Reservoir,3851,Danbury | CT,FALSE
Danbury,CT,319,West Lake,3865,Danbury | CT,FALSE
Davenport,IA,342,Mississippi River - Davenport,3621,Davenport | IA,TRUE
Dayton,OH,412,Miami Valley Buried Aquifer,3607,Dayton | OH,TRUE
Deltona,FL,322,Floridan Aquifer,3360,Deltona | FL,TRUE
Denver,CO,176,Antero Reservoir,2313,Denver | CO,FALSE
Denver,CO,176,Bear Creek (to canal),2318,Denver | CO,TRUE
Denver,CO,176,Cheesman Reservoir,2315,Denver | CO,FALSE
Denver,CO,176,Dillon Reservoir,2311,Denver | CO,TRUE
Denver,CO,176,Eleven Mile Canyon Reservoir,2314,Denver | CO,FALSE
Denver,CO,176,Gross Reservoir,2316,Denver | CO,TRUE
Denver,CO,176,Ralston Reservoir,2319,Denver | CO,TRUE
Denver,CO,176,Strontia Springs Reservoir,2317,Denver | CO,TRUE
Denver,CO,176,Tributaries to Fraser River (Moffat Tunnel),2312,Denver | CO,TRUE
Denver,CO,176,Williams Fork River intake,2320,Denver | CO,TRUE
Des Moines,IA,340,Des Moines River,3318,Des Moines | IA,TRUE
Des Moines,IA,340,Raccoon River,3721,Des Moines | IA,TRUE
Des Moines,IA,340,Raccoon River Alluvial Aquifer,3722,Des Moines | IA,FALSE
Detroit,MI,171,Lake Huron,3487,Detroit | MI,FALSE
Detroit,MI,171,Lake St. Clair - 3 WTP intakes,2308,Detroit | MI,TRUE
Duluth,MN,378,Lake Superior,3533,Duluth | MN,TRUE
Durham,NC,385,Lake Jordan,3489,Durham | NC,TRUE
Durham,NC,385,Lake Michie,3505,Durham | NC,TRUE
Durham,NC,385,Little River Reservoir,3562,Durham | NC,TRUE
El Paso,TX,455,Hueco Bolson Aquifer,3409,El Paso | TX,FALSE
El Paso,TX,455,Mesilla Bolson Aquifer,3606,El Paso | TX,FALSE
El Paso,TX,455,Rio Grande River - El Paso,3733,El Paso | TX,TRUE
Elkhart,IN,352,Elkhart GW,3343,Elkhart | IN,TRUE
Erie,PA,421,Lake Erie,3469,Erie | PA,TRUE
Eugene,OR,418,McKenzie River,3595,Eugene | OR,TRUE
Evansville,IN,351,Ohio River - Evansville,4042,Evansville | IN,TRUE
Fairfield,CA,292,Lake Berryessa,3451,Fairfield | CA,TRUE
Fargo,ND,394,Red River,3727,Fargo | ND,TRUE
Fayetteville,NC,386,Bonnie Doone Lake,3237,Fayetteville | NC,FALSE
Fayetteville,NC,386,Cape Fear River - Fayetteville,3264,Fayetteville | NC,TRUE
Fayetteville,NC,386,Glenville Lake,3372,Fayetteville | NC,TRUE
Fayetteville,NC,386,Jacobson Reservoir,3419,Fayetteville | NC,TRUE
Fayetteville,NC,386,Kornbow Lake,3439,Fayetteville | NC,FALSE
Fayetteville,NC,386,Mintz Pond,3617,Fayetteville | NC,FALSE
Flint,MI,372,Detroit River,2307,Flint | MI,TRUE
Fort Collins,CO,314,Cache La Poudre River,3252,Fort Collins | CO,TRUE
Fort Collins,CO,314,Flat Iron Dam,3357,Fort Collins | CO,TRUE
Fort Collins,CO,314,Green Mountain Dam,3380,Fort Collins | CO,TRUE
Fort Collins,CO,314,Horsetooth Reservoir,3405,Fort Collins | CO,TRUE
Fort Collins,CO,314,Joe Wright Reservoir,4032,Fort Collins | CO,FALSE
Fort Collins,CO,314,Lake Granby,3375,Fort Collins | CO,FALSE
Fort Collins,CO,314,Michigan River,4031,Fort Collins | CO,TRUE
Fort Collins,CO,314,Olympus Dam,3670,Fort Collins | CO,TRUE
Fort Collins,CO,314,Shadow Mountain Dam,3785,Fort Collins | CO,FALSE
Fort Collins,CO,314,Willow Creek Dam,3878,Fort Collins | CO,FALSE
Fort Collins,CO,314,Windy Gap Reservoir,3880,Fort Collins | CO,TRUE
Fort Smith,AR,287,Lake Fort Smith,3473,Fort Smith | AR,TRUE
Fort Smith,AR,287,Lee Creek Reservoir,3553,Fort Smith | AR,TRUE
Fort Walton Beach,FL,323,Floridan Aquifer,3360,Fort Walton Beach | FL,TRUE
Fort Wayne,IN,349,Cedarville Dam,3276,Fort Wayne | IN,FALSE
Fort Wayne,IN,349,Hurshtown Reservoir,3411,Fort Wayne | IN,FALSE
Fort Wayne,IN,349,St. Joseph River,3653,Fort Wayne | IN,TRUE
Fort Worth,TX,169,Benbrook Lake,2292,Fort Worth | TX,TRUE
Fort Worth,TX,169,Cedar Creek Reservoir,2293,Fort Worth | TX,TRUE
Fort Worth,TX,169,Eagle Mountain Lake,2290,Fort Worth | TX,FALSE
Fort Worth,TX,169,Lake Bridgeport,2289,Fort Worth | TX,FALSE
Fort Worth,TX,169,Lake Worth,2291,Fort Worth | TX,TRUE
Fort Worth,TX,169,Richland-Chambers Reservoir,2294,Fort Worth | TX,TRUE
Frederick,MD,369,Fishing Creek Reservoir,3356,Frederick | MD,FALSE
Frederick,MD,369,Linganore Creek Reservoir,3559,Frederick | MD,TRUE
Frederick,MD,369,Monocacy River,3628,Frederick | MD,TRUE
Frederick,MD,369,Potomac River - Fredrick,3703,Frederick | MD,TRUE
Fresno,CA,293,Fresno Sole Source Aquifer,3363,Fresno | CA,FALSE
Fresno,CA,293,Millerton Lake,3614,Fresno | CA,TRUE
Fresno,CA,293,Pine Flat Lake,3691,Fresno | CA,TRUE
Gainesville,FL,324,Floridan Aquifer,3360,Gainesville | FL,TRUE
Gastonia,NC,387,Mountain Island Lake,4886,Gastonia | NC,TRUE
Grand Rapids,MI,373,Lake Michigan,3506,Grand Rapids | MI,TRUE
Green Bay,WI,466,Green Bay GW,3379,Green Bay | WI,TRUE
Greensboro,NC,388,Lake Brandt,3455,Greensboro | NC,FALSE
Greensboro,NC,388,Lake Higgins,3484,Greensboro | NC,FALSE
Greensboro,NC,388,Lake Mackintosh,3496,Greensboro | NC,TRUE
Greensboro,NC,388,Lake Reidsville,3524,Greensboro | NC,TRUE
Greensboro,NC,388,Lake Townsend,3538,Greensboro | NC,TRUE
Greensboro,NC,388,Stoney Creek Reservoir,3819,Greensboro | NC,TRUE
Greensboro,NC,388,Yadkin River - Greensboro,3882,Greensboro | NC,TRUE
Greenville,SC,430,Lake Keowee,3490,Greenville | SC,TRUE
Greenville,SC,430,Poinsett Reservoir,3698,Greenville | SC,TRUE
Greenville,SC,430,Table Rock Reservoir,3829,Greenville | SC,TRUE
Hagerstown,MD,370,Edgemeont Reservoir,3336,Hagerstown | MD,TRUE
Hagerstown,MD,370,Potomac River - Hagerstown,4054,Hagerstown | MD,TRUE
Harlingen,TX,446,Rio Grande - Harlingen,4046,Harlingen | TX,TRUE
Harrisburg,PA,422,Stony Creek,3821,Harrisburg | PA,FALSE
Harrisburg,PA,422,Susquehanna River - Harrisburg,4037,Harrisburg | PA,TRUE
Harrisburg,PA,422,Swatara Creek,3827,Harrisburg | PA,TRUE
Hartford,CT,316,Barkhamsted Reservoir,3206,Hartford | CT,FALSE
Hartford,CT,316,Nepaug Reservoir,3645,Hartford | CT,TRUE
Hemet,CA,294,Hemet Groundwater Basin,3391,Hemet | CA,TRUE
Hemet,CA,294,San Jacinto Groundwater Basin,3758,Hemet | CA,TRUE
Hickory,NC,389,Lake Hickory,3483,Hickory | NC,TRUE
Hickory,NC,389,Lake Rhodhiss,3525,Hickory | NC,FALSE
High Point,NC,390,City Lake,3287,High Point | NC,TRUE
High Point,NC,390,Oak Hollow,3663,High Point | NC,FALSE
Houma,LA,359,Bayou Lafourche,3213,Houma | LA,TRUE
Houma,LA,359,Gulf Intercoastal Waterway,3386,Houma | LA,TRUE
Houston,TX,154,Chicot Aquifer,2140,Houston | TX,FALSE
Houston,TX,154,Evangeline Aquifer,2139,Houston | TX,FALSE
Houston,TX,154,Lake Conroe,2142,Houston | TX,FALSE
Houston,TX,154,Lake Houston,2143,Houston | TX,TRUE
Houston,TX,154,Lake Livingston,2141,Houston | TX,TRUE
Huntington,WV,472,Ohio River - Huntington,4044,Huntington | WV,TRUE
Huntsville,AL,282,Huntsville_GW,3410,Huntsville | AL,FALSE
Huntsville,AL,282,Tennessee River - Huntsville,3834,Huntsville | AL,TRUE
Indianapolis,IN,165,Eagle Creek Reservoir,2278,Indianapolis | IN,TRUE
Indianapolis,IN,165,Fall Creek - Fall Creek Plant,2277,Indianapolis | IN,FALSE
Indianapolis,IN,165,Geist Reservoir,2276,Indianapolis | IN,FALSE
Indianapolis,IN,165,Morse Reservoir,2275,Indianapolis | IN,FALSE
Indianapolis,IN,165,Unnamed Aquifer,2279,Indianapolis | IN,FALSE
Indianapolis,IN,165,White River - White River Plant,2274,Indianapolis | IN,TRUE
Jackson,MS,381,Pearl River,3683,Jackson | MS,TRUE
Jackson,MS,381,Ross Barnett Reservoir,3743,Jackson | MS,FALSE
Jacksonville,FL,164,Floridan Aquifer,2273,Jacksonville | FL,TRUE
Johnson City,TN,434,Unicoi Springs,3848,Johnson City | TN,FALSE
Johnson City,TN,434,Watauga River,3861,Johnson City | TN,TRUE
Kalamazoo,MI,374,Kalamazoo Sand and Gravel Aquifer,3424,Kalamazoo | MI,TRUE
Kansas City,MO,380,Kansas City GW,3426,Kansas City | MO,FALSE
Kansas City,MO,380,Missouri River,3622,Kansas City | MO,TRUE
Kenosha,WI,467,Lake Michigan,3506,Kenosha | WI,TRUE
Killeen,TX,447,Lake Belton,3449,Killeen | TX,TRUE
Kissimmee,FL,325,Floridan Aquifer,3360,Kissimmee | FL,TRUE
Knoxville,TN,435,Tennessee River - Knoxville,4049,Knoxville | TN,TRUE
Lafayette,IN,350,Teays Aquifer,3832,Lafayette | IN,TRUE
Lafayette,LA,360,NA,NA,Lafayette | LA,TRUE
Lake Charles,LA,361,NA,NA,Lake Charles | LA,TRUE
Lakeland,FL,326,Floridan Aquifer,3360,Lakeland | FL,TRUE
Lancaster,PA,423,Conestoga River,3300,Lancaster | PA,TRUE
Lancaster,PA,423,Susquehanna River - Lancaster,3825,Lancaster | PA,TRUE
Lansing,MI,375,Saginaw Formation,3748,Lansing | MI,TRUE
Laredo,TX,448,Rio Grande - Laredo,4047,Laredo | TX,TRUE
Las Cruces,NM,402,NA,NA,Las Cruces | NM,TRUE
Las Vegas,NV,178,Lake Mead,2327,Las Vegas | NV,TRUE
Las Vegas,NV,178,Las Vegas Valley Aquifer,2328,Las Vegas | NV,FALSE
Lexington,KY,356,Kentucky River,3431,Lexington | KY,TRUE
Lexington,KY,356,Lake Ellerslie,3468,Lexington | KY,FALSE
Lincoln,NE,395,Lincoln Gravel Esker Aquifer,3558,Lincoln | NE,TRUE
Little Rock,AR,286,Lake Maumelle,3500,Little Rock | AR,TRUE
Little Rock,AR,286,Lake Winona,3548,Little Rock | AR,TRUE
Long Beach,CA,179,San Gabriel Valley Basin,2329,Long Beach | CA,TRUE
Los Angeles,CA,161,Baker Creek,2221,Los Angeles | CA,FALSE
Los Angeles,CA,161,Big Pine Creek,2222,Los Angeles | CA,FALSE
Los Angeles,CA,161,Bishop Creek,2220,Los Angeles | CA,FALSE
Los Angeles,CA,161,Bouquet Reservoir,2201,Los Angeles | CA,TRUE
Los Angeles,CA,161,Convict Creek,2217,Los Angeles | CA,FALSE
Los Angeles,CA,161,Convict Lake,2202,Los Angeles | CA,FALSE
Los Angeles,CA,161,Cottonwood Creek,2227,Los Angeles | CA,TRUE
Los Angeles,CA,161,Drinkwater Reservoir,2203,Los Angeles | CA,TRUE
Los Angeles,CA,161,Fairmont Reservoir,2204,Los Angeles | CA,TRUE
Los Angeles,CA,161,Grant Lake,2205,Los Angeles | CA,FALSE
Los Angeles,CA,161,Hot Creek,2216,Los Angeles | CA,FALSE
Los Angeles,CA,161,Independence Creek,2225,Los Angeles | CA,TRUE
Los Angeles,CA,161,Lake Crowley,2206,Los Angeles | CA,FALSE
Los Angeles,CA,161,Lee Vining Creek,2212,Los Angeles | CA,TRUE
Los Angeles,CA,161,Lone Pine Creek,2226,Los Angeles | CA,TRUE
Los Angeles,CA,161,Los Angeles Reservoir,2207,Los Angeles | CA,TRUE
Los Angeles,CA,161,McGee Creek,2218,Los Angeles | CA,FALSE
Los Angeles,CA,161,North Haiwee Reservoir,2208,Los Angeles | CA,FALSE
Los Angeles,CA,161,Owens River Below East Portal,2215,Los Angeles | CA,FALSE
Los Angeles,CA,161,Owens River below Pine Creek,2224,Los Angeles | CA,FALSE
Los Angeles,CA,161,Parker Creek,2214,Los Angeles | CA,TRUE
Los Angeles,CA,161,Pleasant Valley Reservoir,2210,Los Angeles | CA,FALSE
Los Angeles,CA,161,Rock Creek,2219,Los Angeles | CA,FALSE
Los Angeles,CA,161,South Haiwee Reservoir,2209,Los Angeles | CA,TRUE
Los Angeles,CA,161,Tenehemah Creek,2223,Los Angeles | CA,FALSE
Los Angeles,CA,161,Tinemaha Reservoir,2211,Los Angeles | CA,TRUE
Los Angeles,CA,161,Walker Creek,2213,Los Angeles | CA,TRUE
Louisville,KY,357,Ohio River - Louisville,4043,Louisville | KY,TRUE
Louisville,KY,357,Ohio River Alluvial Aquifer,3669,Louisville | KY,FALSE
Lubbock,TX,449,Bailey County GW,3202,Lubbock | TX,FALSE
Lubbock,TX,449,Lake Meredith-TX,3504,Lubbock | TX,TRUE
Lubbock,TX,449,Roberts County GW,3737,Lubbock | TX,FALSE
Macon,GA,335,Javors J. Lucas Lake,3421,Macon | GA,FALSE
Macon,GA,335,Ocmulgee River,3665,Macon | GA,TRUE
Madison,WI,468,Madison sandstone aquifer,3579,Madison | WI,TRUE
Manchester,NH,397,Lake Massabesic,3498,Manchester | NH,TRUE
Marysville,WA,462,Edward Springs GW,3337,Marysville | WA,FALSE
Marysville,WA,462,Lake Goodwin well,3479,Marysville | WA,FALSE
Marysville,WA,462,Spada Lake Reservoir,3805,Marysville | WA,TRUE
Marysville,WA,462,Stillaguamish GW,3816,Marysville | WA,FALSE
McAllen,TX,450,Rio Grande - McAllen,4048,McAllen | TX,TRUE
Medford,OR,419,Big Butte Springs GW,3222,Medford | OR,TRUE
Memphis,TN,440,Memphis Aquifer,3601,Memphis | TN,TRUE
Merced,CA,295,Merced GW Basin,3603,Merced | CA,TRUE
Mesa,AZ,180,Mesa Groundwater,2330,Mesa | AZ,TRUE
Miami,FL,182,Biscayne Aquifer,2332,Miami | FL,TRUE
Milwaukee,WI,469,Lake Michigan,3506,Milwaukee | WI,TRUE
Minneapolis,MN,185,Mississippi River - Columbia Heights Filtration Plant,2341,Minneapolis | MN,TRUE
Mission Viejo,CA,296,Mission Viejo GW,3620,Mission Viejo | CA,TRUE
Mobile,AL,283,J.B. Converse Reservoir,3418,Mobile | AL,TRUE
Modesto,CA,297,Modesto Basin,3624,Modesto | CA,FALSE
Modesto,CA,297,Modesto Reservoir,3625,Modesto | CA,TRUE
Modesto,CA,297,Tuolumne River,4056,Modesto | CA,TRUE
Monroe,LA,362,Bayou Bartholomew,3211,Monroe | LA,FALSE
Monroe,LA,362,Bayou DeSiard,3212,Monroe | LA,FALSE
Monroe,LA,362,Black Bayou,3229,Monroe | LA,FALSE
Monroe,LA,362,Ouachita River,3674,Monroe | LA,TRUE
Montgomery,AL,284,Montgomery_GW,3630,Montgomery | AL,FALSE
Montgomery,AL,284,Tallapoosa River,3830,Montgomery | AL,TRUE
Murfreesboro,TN,436,East Fork Stones River,3331,Murfreesboro | TN,FALSE
Murfreesboro,TN,436,J. Percy Priest Reservoir,3417,Murfreesboro | TN,TRUE
Muskegon,MI,376,Lake Michigan,3506,Muskegon | MI,TRUE
Myrtle Beach,SC,431,Atlantic Intracoastal Waterway,3199,Myrtle Beach | SC,TRUE
